field_number,field_name,enum,description
1883,EntitlementStatus,0,ACCEPTED
1883,EntitlementStatus,1,ACCEPTED_WITH_CHANGES
1883,EntitlementStatus,2,REJECTED
1883,EntitlementStatus,3,PENDING
1883,EntitlementStatus,4,REQUESTED
1883,EntitlementStatus,5,DEFERRED
2402,EntitlementSubType,1,ORDER_ENTRY
2402,EntitlementSubType,2,H_IT_LIFT
2402,EntitlementSubType,3,VIEW_INDICATIVE_PX
2402,EntitlementSubType,4,VIEW_EXECUTABLE_PX
2402,EntitlementSubType,5,SINGLE_QUOTE
2402,EntitlementSubType,6,STREAMING_QUOTES
2402,EntitlementSubType,7,SINGLE_BROKER
2402,EntitlementSubType,8,MULTI_BROKERS
1775,EntitlementType,0,TRADE
1775,EntitlementType,1,MAKE_MARKETS
1775,EntitlementType,2,HOLD_POSITIONS
1775,EntitlementType,3,PERFORM_GIVE_UPS
1775,EntitlementType,4,SUBMIT_IO_IS
1775,EntitlementType,5,SUBSCRIBE_MARKET_DATA
1775,EntitlementType,6,SHORT_WITH_PRE_BORROW
1775,EntitlementType,7,SUBMIT_QUOTE_REQUESTS
1775,EntitlementType,8,RESPOND_TO_QUOTE_REQUESTS
2830,EventInitiatorType,C,CUSTOMER_OR_CLIENT
2830,EventInitiatorType,E,EXCHANGE_OR_EXECUTION_VENUE
2830,EventInitiatorType,F,FIRM_OR_BROKER
1827,EventTimeUnit,H,HOUR
1827,EventTimeUnit,Min,MINUTE
1827,EventTimeUnit,S,SECOND
1827,EventTimeUnit,D,DAY
1827,EventTimeUnit,Wk,WEEK
1827,EventTimeUnit,Mo,MONTH
1827,EventTimeUnit,Yr,YEAR
865,EventType,1,PUT
865,EventType,2,CALL
865,EventType,3,TENDER
865,EventType,4,SINKING_FUND_CALL
865,EventType,5,ACTIVATION
865,EventType,6,INACTIVIATION
865,EventType,7,LAST_ELIGIBLE_TRADE_DATE
865,EventType,8,SWAP_START_DATE
865,EventType,9,SWAP_END_DATE
865,EventType,10,SWAP_ROLL_DATE
865,EventType,11,SWAP_NEXT_START_DATE
865,EventType,12,SWAP_NEXT_ROLL_DATE
865,EventType,13,FIRST_DELIVERY_DATE
865,EventType,14,LAST_DELIVERY_DATE
865,EventType,15,INITIAL_INVENTORY_DUE_DATE
865,EventType,16,FINAL_INVENTORY_DUE_DATE
865,EventType,17,FIRST_INTENT_DATE
865,EventType,18,LAST_INTENT_DATE
865,EventType,19,POSITION_REMOVAL_DATE
865,EventType,20,MINIMUM_NOTICE
865,EventType,21,DELIVERY_START_TIME
865,EventType,22,DELIVERY_END_TIME
865,EventType,23,FIRST_NOTICE_DATE
865,EventType,24,LAST_NOTICE_DATE
865,EventType,25,FIRST_EXERCISE_DATE
865,EventType,26,REDEMPTION_DATE
865,EventType,27,TRD_CNTNTN_EFCTV_DT
865,EventType,99,OTHER
1133,ExDestinationIDSource,B,BIC
1133,ExDestinationIDSource,C,GENERAL_IDENTIFIER
1133,ExDestinationIDSource,D,PROPRIETARY
1133,ExDestinationIDSource,E,ISO_COUNTRY_CODE
1133,ExDestinationIDSource,G,MIC
2704,ExDestinationType,0,NO_RESTRICTION
2704,ExDestinationType,1,TRADED_ONLY_ON_TRADING_VENUE
2704,ExDestinationType,2,TRADED_ONLY_ON_SI
2704,ExDestinationType,3,TRADED_ON_TRADING_VENUE_OR_SI
411,ExchangeForPhysical,N,NO
411,ExchangeForPhysical,Y,YES
1036,ExecAckStatus,0,RECEIVED
1036,ExecAckStatus,1,ACCEPTED
1036,ExecAckStatus,2,DONT_KNOW
18,ExecInst,0,STAY_ON_OFFER_SIDE
18,ExecInst,1,NOT_HELD
18,ExecInst,2,WORK
18,ExecInst,3,GO_ALONG
18,ExecInst,4,OVER_THE_DAY
18,ExecInst,5,HELD
18,ExecInst,6,PARTICIPATE_DO_NOT_INITIATE
18,ExecInst,7,STRICT_SCALE
18,ExecInst,8,TRY_TO_SCALE
18,ExecInst,9,STAY_ON_BID_SIDE
18,ExecInst,A,NO_CROSS
18,ExecInst,B,OK_TO_CROSS
18,ExecInst,C,CALL_FIRST
18,ExecInst,D,PERCENT_OF_VOLUME
18,ExecInst,E,DO_NOT_INCREASE
18,ExecInst,F,DO_NOT_REDUCE
18,ExecInst,G,ALL_OR_NONE
18,ExecInst,H,REINSTATE_ON_SYSTEM_FAILURE
18,ExecInst,I,INSTITUTIONS_ONLY
18,ExecInst,J,REINSTATE_ON_TRADING_HALT
18,ExecInst,K,CANCEL_ON_TRADING_HALT
18,ExecInst,L,LAST_PEG
18,ExecInst,M,MID_PRICE_PEG
18,ExecInst,N,NON_NEGOTIABLE
18,ExecInst,O,OPENING_PEG
18,ExecInst,P,MARKET_PEG
18,ExecInst,Q,CANCEL_ON_SYSTEM_FAILURE
18,ExecInst,R,PRIMARY_PEG
18,ExecInst,S,SUSPEND
18,ExecInst,T,FIXED_PEG_TO_LOCAL_BEST_BID_OR_OFFER_AT_TIME_OF_ORDER
18,ExecInst,U,CUSTOMER_DISPLAY_INSTRUCTION
18,ExecInst,V,NETTING
18,ExecInst,W,PEG_TO_VWAP
18,ExecInst,X,TRADE_ALONG
18,ExecInst,Y,TRY_TO_STOP
18,ExecInst,Z,CANCEL_IF_NOT_BEST
18,ExecInst,a,TRAILING_STOP_PEG
18,ExecInst,b,STRICT_LIMIT
18,ExecInst,c,IGNORE_PRICE_VALIDITY_CHECKS
18,ExecInst,d,PEG_TO_LIMIT_PRICE
18,ExecInst,e,WORK_TO_TARGET_STRATEGY
18,ExecInst,f,INTERMARKET_SWEEP
18,ExecInst,g,EXTERNAL_ROUTING_ALLOWED
18,ExecInst,h,EXTERNAL_ROUTING_NOT_ALLOWED
18,ExecInst,i,IMBALANCE_ONLY
18,ExecInst,j,SINGLE_EXECUTION_REQUESTED_FOR_BLOCK_TRADE
18,ExecInst,k,BEST_EXECUTION
18,ExecInst,l,SUSPEND_ON_SYSTEM_FAILURE
18,ExecInst,m,SUSPEND_ON_TRADING_HALT
18,ExecInst,n,REINSTATE_ON_CONNECTION_LOSS
18,ExecInst,o,CANCEL_ON_CONNECTION_LOSS
18,ExecInst,p,SUSPEND_ON_CONNECTION_LOSS
18,ExecInst,q,RELEASE
18,ExecInst,r,EXECUTE_AS_DELTA_NEUTRAL
18,ExecInst,s,EXECUTE_AS_DURATION_NEUTRAL
18,ExecInst,t,EXECUTE_AS_FX_NEUTRAL
18,ExecInst,u,MIN_GUARANTEED_FILL_ELIGIBLE
18,ExecInst,v,BYPASS_NON_DISPLAY_LIQUIDITY
18,ExecInst,w,LOCK
18,ExecInst,x,IGNORE_NOTIONAL_VALUE_CHECKS
18,ExecInst,y,TRD_AT_REF_PX
18,ExecInst,z,ALLOW_FACILITATION
2405,ExecMethod,0,UNSPECIFIED
2405,ExecMethod,1,MANUAL
2405,ExecMethod,2,AUTOMATED
2405,ExecMethod,3,VOICE_BROKERED
484,ExecPriceType,B,BID_PRICE
484,ExecPriceType,C,CREATION_PRICE
484,ExecPriceType,D,CREATION_PRICE_PLUS_ADJUSTMENT_PERCENT
484,ExecPriceType,E,CREATION_PRICE_PLUS_ADJUSTMENT_AMOUNT
484,ExecPriceType,O,OFFER_PRICE
484,ExecPriceType,P,OFFER_PRICE_MINUS_ADJUSTMENT_PERCENT
484,ExecPriceType,Q,OFFER_PRICE_MINUS_ADJUSTMENT_AMOUNT
484,ExecPriceType,S,SINGLE_PRICE
378,ExecRestatementReason,0,GT_CORPORATE_ACTION
378,ExecRestatementReason,1,GT_RENEWAL
378,ExecRestatementReason,2,VERBAL_CHANGE
378,ExecRestatementReason,3,REPRICING_OF_ORDER
378,ExecRestatementReason,4,BROKER_OPTION
378,ExecRestatementReason,5,PARTIAL_DECLINE_OF_ORDER_QTY
378,ExecRestatementReason,6,CANCEL_ON_TRADING_HALT
378,ExecRestatementReason,7,CANCEL_ON_SYSTEM_FAILURE
378,ExecRestatementReason,8,MARKET
378,ExecRestatementReason,9,CANCELED
378,ExecRestatementReason,10,WAREHOUSE_RECAP
378,ExecRestatementReason,11,PEG_REFRESH
378,ExecRestatementReason,12,CANCEL_ON_CONNECTION_LOSS
378,ExecRestatementReason,13,CANCEL_ON_LOGOUT
378,ExecRestatementReason,14,ASSIGN_TIME_PRIORITY
378,ExecRestatementReason,15,CANCELLED_FOR_TRADE_PRICE_VIOLATION
378,ExecRestatementReason,16,CANCELLED_FOR_CROSS_IMBALANCE
378,ExecRestatementReason,17,CXLD_SMP
378,ExecRestatementReason,18,CXLD_SMP_AGGRESSIVE
378,ExecRestatementReason,19,CXLD_SMP_PASSIVE
378,ExecRestatementReason,20,CXLD_SMP_AGGRESSIVE_PASSIVE
378,ExecRestatementReason,99,OTHER
150,ExecType,0,NEW
150,ExecType,3,DONE_FOR_DAY
150,ExecType,4,CANCELED
150,ExecType,5,REPLACED
150,ExecType,6,PENDING_CANCEL
150,ExecType,7,STOPPED
150,ExecType,8,REJECTED
150,ExecType,9,SUSPENDED
150,ExecType,A,PENDING_NEW
150,ExecType,B,CALCULATED
150,ExecType,C,EXPIRED
150,ExecType,D,RESTATED
150,ExecType,E,PENDING_REPLACE
150,ExecType,F,TRADE
150,ExecType,G,TRADE_CORRECT
150,ExecType,H,TRADE_CANCEL
150,ExecType,I,ORDER_STATUS
150,ExecType,J,TRADE_IN_A_CLEARING_HOLD
150,ExecType,K,TRADE_HAS_BEEN_RELEASED_TO_CLEARING
150,ExecType,L,TRIGGERED_OR_ACTIVATED_BY_SYSTEM
150,ExecType,M,LOCKED
150,ExecType,N,RELEASED
2431,ExecTypeReason,1,ORD_ADDED_ON_REQUEST
2431,ExecTypeReason,2,ORD_REPLACED_ON_REQUEST
2431,ExecTypeReason,3,ORD_CXLD_ON_REQUEST
2431,ExecTypeReason,4,UNSOLICITED_ORD_CXL
2431,ExecTypeReason,5,NON_RESTING_ORD_ADDED_ON_REQUEST
2431,ExecTypeReason,6,ORD_REPLACED_WITH_NON_RESTING_ORD_ON_REQUEST
2431,ExecTypeReason,7,TRIGGER_ORD_REPLACED_ON_REQUEST
2431,ExecTypeReason,8,SUSPENDED_ORD_REPLACED_ON_REQUEST
2431,ExecTypeReason,9,SUSPENDED_ORD_CXLD_ON_REQUEST
2431,ExecTypeReason,10,ORD_CXL_PENDING
2431,ExecTypeReason,11,PENDING_CXL_EXECUTED
2431,ExecTypeReason,12,RESTING_ORD_TRIGGERED
2431,ExecTypeReason,13,SUSPENDED_ORD_ACTIVATED
2431,ExecTypeReason,14,ACTIVE_ORD_SUSPENDED
2431,ExecTypeReason,15,ORD_EXPIRED
41111,ExerciseConfirmationMethod,0,NOT_REQUIRED
41111,ExerciseConfirmationMethod,1,NON_ELECTRONIC
41111,ExerciseConfirmationMethod,2,ELECTRONIC
41111,ExerciseConfirmationMethod,3,UNKNOWN
747,ExerciseMethod,A,AUTOMATIC
747,ExerciseMethod,M,MANUAL
1194,ExerciseStyle,0,EUROPEAN
1194,ExerciseStyle,1,AMERICAN
1194,ExerciseStyle,2,BERMUDA
1194,ExerciseStyle,99,OTHER
827,ExpirationCycle,0,EXPIRE_ON_TRADING_SESSION_CLOSE
827,ExpirationCycle,1,EXPIRE_ON_TRADING_SESSION_OPEN
827,ExpirationCycle,2,SPECIFIED_EXPIRATION
982,ExpirationQtyType,1,AUTO_EXERCISE
982,ExpirationQtyType,2,NON_AUTO_EXERCISE
982,ExpirationQtyType,3,FINAL_WILL_BE_EXERCISED
982,ExpirationQtyType,4,CONTRARY_INTENTION
982,ExpirationQtyType,5,DIFFERENCE
2602,ExtraordinaryEventAdjustmentMethod,0,CALCULATION_AGENT
2602,ExtraordinaryEventAdjustmentMethod,1,OPTIONS_EXCHANGE
291,FinancialStatus,1,BANKRUPT
291,FinancialStatus,2,PENDING_DELISTING
291,FinancialStatus,3,RESTRICTED
1439,FlowScheduleType,0,NERC_EASTERN_OFF_PEAK
1439,FlowScheduleType,1,NERC_WESTERN_OFF_PEAK
1439,FlowScheduleType,2,NERC_CALENDAR_ALL_DAYS_IN_MONTH
1439,FlowScheduleType,3,NERC_EASTERN_PEAK
1439,FlowScheduleType,4,NERC_WESTERN_PEAK
1439,FlowScheduleType,5,ALL_TIMES
1439,FlowScheduleType,6,ON_PEAK
1439,FlowScheduleType,7,OFF_PEAK
1439,FlowScheduleType,8,BASE
1439,FlowScheduleType,9,BLOCK
1439,FlowScheduleType,99,OTHER
121,ForexReq,N,NO
121,ForexReq,Y,YES
497,FundRenewWaiv,N,NO
497,FundRenewWaiv,Y,YES
2846,FundingSource,0,REPO
2846,FundingSource,1,CASH
2846,FundingSource,2,FREE_CEDITS
2846,FundingSource,3,CUSTOMER_SHORT_SALES
2846,FundingSource,4,BROKER_SHORT_SALES
2846,FundingSource,5,UNSECURED_BORROWING
2846,FundingSource,99,OTHER
427,GTBookingInst,0,BOOK_OUT_ALL_TRADES_ON_DAY_OF_EXECUTION
427,GTBookingInst,1,ACCUMULATE_UNTIL_FILLED_OR_EXPIRED
427,GTBookingInst,2,ACCUMULATE_UNTIL_VERBALLY_NOTIFIED_OTHERWISE
123,GapFillFlag,N,NO
123,GapFillFlag,Y,YES
327,HaltReasonInt,0,NEWS_DISSEMINATION
327,HaltReasonInt,1,ORDER_INFLUX
327,HaltReasonInt,2,ORDER_IMBALANCE
327,HaltReasonInt,3,ADDITIONAL_INFORMATION
327,HaltReasonInt,4,NEWS_PENDING
327,HaltReasonInt,5,EQUIPMENT_CHANGEOVER
21,HandlInst,1,AUTOMATED_EXECUTION_NO_INTERVENTION
21,HandlInst,2,AUTOMATED_EXECUTION_INTERVENTION_OK
21,HandlInst,3,MANUAL_ORDER
130,IOINaturalFlag,N,NO
130,IOINaturalFlag,Y,YES
25,IOIQltyInd,H,HIGH
25,IOIQltyInd,L,LOW
25,IOIQltyInd,M,MEDIUM
27,IOIQty,S,SMALL
27,IOIQty,M,MEDIUM
27,IOIQty,L,LARGE
27,IOIQty,U,UNDISCLOSED_QUANTITY
104,IOIQualifier,A,ALL_OR_NONE
104,IOIQualifier,B,MARKET_ON_CLOSE
104,IOIQualifier,C,AT_THE_CLOSE
104,IOIQualifier,D,VWAP
104,IOIQualifier,E,AXE
104,IOIQualifier,F,AXE_ON_BID
104,IOIQualifier,G,AXE_ON_OFFER
104,IOIQualifier,H,CLIENT_NATURAL_WORKING
104,IOIQualifier,I,IN_TOUCH_WITH
104,IOIQualifier,J,POSITION_WANTED
104,IOIQualifier,K,MARKET_MAKING
104,IOIQualifier,L,LIMIT
104,IOIQualifier,M,MORE_BEHIND
104,IOIQualifier,N,CLIENT_NATURAL_BLOCK
104,IOIQualifier,O,AT_THE_OPEN
104,IOIQualifier,P,TAKING_A_POSITION
104,IOIQualifier,Q,AT_THE_MARKET
104,IOIQualifier,R,READY_TO_TRADE
104,IOIQualifier,S,PORTFOLIO_SHOWN
104,IOIQualifier,T,THROUGH_THE_DAY
104,IOIQualifier,U,UNWIND
104,IOIQualifier,V,VERSUS
104,IOIQualifier,W,INDICATION
104,IOIQualifier,X,CROSSING_OPPORTUNITY
104,IOIQualifier,Y,AT_THE_MIDPOINT
104,IOIQualifier,Z,PRE_OPEN
104,IOIQualifier,1,QUANTITY_NEGOTIABLE
104,IOIQualifier,2,ALLOW_LATE_BIDS
104,IOIQualifier,3,IMMEDIATE_OR_COUNTER
104,IOIQualifier,4,AUTO_TRADE
104,IOIQualifier,a,AUTOMATIC_SPOT
104,IOIQualifier,b,PLATFORM_CALCULATED_SPOT
104,IOIQualifier,c,OUTSIDE_SPREAD
104,IOIQualifier,d,DEFERRED_SPOT
104,IOIQualifier,n,NEGOTIATED_SPOT
28,IOITransType,N,NEW
28,IOITransType,C,CANCEL
28,IOITransType,R,REPLACE
1933,IRSDirection,PAY,PAY
1933,IRSDirection,RCV,RCV
1933,IRSDirection,NA,NA
1144,ImpliedMarketIndicator,0,NOT_IMPLIED
1144,ImpliedMarketIndicator,1,IMPLIED_IN
1144,ImpliedMarketIndicator,2,IMPLIED_OUT
1144,ImpliedMarketIndicator,3,BOTH_IMPLIED_IN_AND_IMPLIED_OUT
2681,InTheMoneyCondition,0,STANDARD_ITM
2681,InTheMoneyCondition,1,ATMITM
2681,InTheMoneyCondition,2,ATM_CALL_ITM
2681,InTheMoneyCondition,3,ATM_PUT_ITM
328,InViewOfCommon,N,NO
328,InViewOfCommon,Y,YES
416,IncTaxInd,1,NET
416,IncTaxInd,2,GROSS
992,IndividualAllocType,1,SUB_ALLOCATE
992,IndividualAllocType,2,THIRD_PARTY_ALLOCATION
871,InstrAttribType,1,FLAT
871,InstrAttribType,2,ZERO_COUPON
871,InstrAttribType,3,INTEREST_BEARING
871,InstrAttribType,4,NO_PERIODIC_PAYMENTS
871,InstrAttribType,5,VARIABLE_RATE
871,InstrAttribType,6,LESS_FEE_FOR_PUT
871,InstrAttribType,7,STEPPED_COUPON
871,InstrAttribType,8,COUPON_PERIOD
871,InstrAttribType,9,WHEN
871,InstrAttribType,10,ORIGINAL_ISSUE_DISCOUNT
871,InstrAttribType,11,CALLABLE
871,InstrAttribType,12,ESCROWED_TO_MATURITY
871,InstrAttribType,13,ESCROWED_TO_REDEMPTION_DATE
871,InstrAttribType,14,PRE_REFUNDED
871,InstrAttribType,15,IN_DEFAULT
871,InstrAttribType,16,UNRATED
871,InstrAttribType,17,TAXABLE
871,InstrAttribType,18,INDEXED
871,InstrAttribType,19,SUBJECT_TO_ALTERNATIVE_MINIMUM_TAX
871,InstrAttribType,20,ORIGINAL_ISSUE_DISCOUNT_PRICE
871,InstrAttribType,21,CALLABLE_BELOW_MATURITY_VALUE
871,InstrAttribType,22,CALLABLE_WITHOUT_NOTICE
871,InstrAttribType,23,PRICE_TICK_RULES_FOR_SECURITY
871,InstrAttribType,24,TRADE_TYPE_ELIGIBILITY_DETAILS_FOR_SECURITY
871,InstrAttribType,25,INSTRUMENT_DENOMINATOR
871,InstrAttribType,26,INSTRUMENT_NUMERATOR
871,InstrAttribType,27,INSTRUMENT_PRICE_PRECISION
871,InstrAttribType,28,INSTRUMENT_STRIKE_PRICE
871,InstrAttribType,29,TRADEABLE_INDICATOR
871,InstrAttribType,30,INSTRUMENT_ELIGIBLE_ANON_ORDERS
871,InstrAttribType,31,MIN_GUARANTEED_FILL_VOLUME
871,InstrAttribType,32,MIN_GUARANTEED_FILL_STATUS
871,InstrAttribType,33,TRADE_AT_SETTLEMENT_ELIGIBILITY
871,InstrAttribType,34,TEST_INSTRUMENT
871,InstrAttribType,35,DUMMY_INSTRUMENT
871,InstrAttribType,36,NEGATIVE_SETTLEMENT_PRICE_ELIGIBILITY
871,InstrAttribType,37,NEGATIVE_STRIKE_PRICE_ELIGIBILITY
871,InstrAttribType,38,US_STD_CONTRACT_IND
871,InstrAttribType,39,ADMITTED_TO_TRADING_ON_TRADING_VENUE
871,InstrAttribType,40,AVERAGE_DAILY_NOTIONAL_AMOUNT
871,InstrAttribType,41,AVERAGE_DAILY_NUMBER_TRADES
871,InstrAttribType,99,TEXT
1049,InstrmtAssignmentMethod,P,PRO_RATA
1049,InstrmtAssignmentMethod,R,RANDOM
1535,InstrumentScopeOperator,1,INCLUDE
1535,InstrumentScopeOperator,2,EXCLUDE
29,LastCapacity,1,AGENT
29,LastCapacity,2,CROSS_AS_AGENT
29,LastCapacity,3,CROSS_AS_PRINCIPAL
29,LastCapacity,4,PRINCIPAL
29,LastCapacity,5,RISKLESS_PRINCIPAL
893,LastFragment,N,NO
893,LastFragment,Y,YES
851,LastLiquidityInd,0,NEITHER_ADDED_NOR_REMOVED_LIQUIDITY
851,LastLiquidityInd,1,ADDED_LIQUIDITY
851,LastLiquidityInd,2,REMOVED_LIQUIDITY
851,LastLiquidityInd,3,LIQUIDITY_ROUTED_OUT
851,LastLiquidityInd,4,AUCTION
851,LastLiquidityInd,5,TRIGGERED_STOP_ORDER
851,LastLiquidityInd,6,TRIGGERED_CONTINGENCY_ORDER
851,LastLiquidityInd,7,TRIGGERED_MARKET_ORDER
851,LastLiquidityInd,8,REMOVED_LIQUIDITY_AFTER_FIRM_ORDER_COMMITMENT
851,LastLiquidityInd,9,AUCTION_EXECUTION_AFTER_FIRM_ORDER_COMMITMENT
851,LastLiquidityInd,10,UNKNOWN
851,LastLiquidityInd,11,OTHER
912,LastRptRequested,N,NO
912,LastRptRequested,Y,YES
690,LegSwapType,1,PAR_FOR_PAR
690,LegSwapType,2,MODIFIED_DURATION
690,LegSwapType,4,RISK
690,LegSwapType,5,PROCEEDS
650,LegalConfirm,N,NO
650,LegalConfirm,Y,YES
1954,LienSeniority,0,UNKNOWN
1954,LienSeniority,1,FIRST_LIEN
1954,LienSeniority,2,SECOND_LIEN
1954,LienSeniority,3,THIRD_LIEN
1631,LimitAmtType,0,CREDIT_LIMIT
1631,LimitAmtType,1,GROSS_POSITION_LIMIT
1631,LimitAmtType,2,NET_POSITION_LIMIT
1631,LimitAmtType,3,RISK_EXPOSURE_LIMIT
1631,LimitAmtType,4,LONG_POSITION_LIMIT
1631,LimitAmtType,5,SHORT_POSITION_LIMIT
409,LiquidityIndType,1,FIVE_DAY_MOVING_AVERAGE
409,LiquidityIndType,2,TWENTY_DAY_MOVING_AVERAGE
409,LiquidityIndType,3,NORMAL_MARKET_SIZE
409,LiquidityIndType,4,OTHER
433,ListExecInstType,1,IMMEDIATE
433,ListExecInstType,2,WAIT_FOR_INSTRUCTION
433,ListExecInstType,3,SELL_DRIVEN
433,ListExecInstType,4,BUY_DRIVEN_CASH_TOP_UP
433,ListExecInstType,5,BUY_DRIVEN_CASH_WITHDRAW
1198,ListMethod,0,PRE_LISTED_ONLY
1198,ListMethod,1,USER_REQUESTED
431,ListOrderStatus,1,IN_BIDDING_PROCESS
431,ListOrderStatus,2,RECEIVED_FOR_EXECUTION
431,ListOrderStatus,3,EXECUTING
431,ListOrderStatus,4,CANCELLING
431,ListOrderStatus,5,ALERT
431,ListOrderStatus,6,ALL_DONE
431,ListOrderStatus,7,REJECT
1386,ListRejectReason,0,BROKER_CREDIT
1386,ListRejectReason,2,EXCHANGE_CLOSED
1386,ListRejectReason,4,TOO_LATE_TO_ENTER
1386,ListRejectReason,5,UNKNOWN_ORDER
1386,ListRejectReason,6,DUPLICATE_ORDER
1386,ListRejectReason,11,UNSUPPORTED_ORDER_CHARACTERISTIC
1386,ListRejectReason,99,OTHER
429,ListStatusType,1,ACK
429,ListStatusType,2,RESPONSE
429,ListStatusType,3,TIMED
429,ListStatusType,4,EXEC_STARTED
429,ListStatusType,5,ALL_DONE
429,ListStatusType,6,ALERT
1324,ListUpdateAction,A,ADD
1324,ListUpdateAction,D,DELETE
1324,ListUpdateAction,M,MODIFY
1324,ListUpdateAction,S,SNAPSHOT
1955,LoanFacility,0,BRIDGE_LOAN
1955,LoanFacility,1,LETTER_OF_CREDIT
1955,LoanFacility,2,REVOLVING_LOAN
1955,LoanFacility,3,SWINGLINE_FUNDING
1955,LoanFacility,4,TERM_LOAN
1955,LoanFacility,5,TRADE_CLAIM
114,LocateReqd,N,NO
114,LocateReqd,Y,YES
1807,LockType,0,NOT_LOCKED
1807,LockType,1,AWAY_MARKET_NETTER
1807,LockType,2,THREE_TICK_LOCKED
1807,LockType,3,LOCKED_BY_MARKET_MAKER
1807,LockType,4,DIRECTED_ORDER_LOCK
1807,LockType,5,MULTILEG_LOCK
1807,LockType,6,MARKET_ORDER_LOCK
1807,LockType,7,PRE_ASSIGNMENT_LOCK
1093,LotType,1,ODD_LOT
1093,LotType,2,ROUND_LOT
1093,LotType,3,BLOCK_LOT
1093,LotType,4,ROUND_LOT_BASED_UPON
1021,MDBookType,1,TOP_OF_BOOK
1021,MDBookType,2,PRICE_DEPTH
1021,MDBookType,3,ORDER_DEPTH
269,MDEntryType,0,BID
269,MDEntryType,1,OFFER
269,MDEntryType,2,TRADE
269,MDEntryType,3,INDEX_VALUE
269,MDEntryType,4,OPENING_PRICE
269,MDEntryType,5,CLOSING_PRICE
269,MDEntryType,6,SETTLEMENT_PRICE
269,MDEntryType,7,TRADING_SESSION_HIGH_PRICE
269,MDEntryType,8,TRADING_SESSION_LOW_PRICE
269,MDEntryType,9,VWAP
269,MDEntryType,A,IMBALANCE
269,MDEntryType,B,TRADE_VOLUME
269,MDEntryType,C,OPEN_INTEREST
269,MDEntryType,D,COMPOSITE_UNDERLYING_PRICE
269,MDEntryType,E,SIMULATED_SELL_PRICE
269,MDEntryType,F,SIMULATED_BUY_PRICE
269,MDEntryType,G,MARGIN_RATE
269,MDEntryType,H,MID_PRICE
269,MDEntryType,J,EMPTY_BOOK
269,MDEntryType,K,SETTLE_HIGH_PRICE
269,MDEntryType,L,SETTLE_LOW_PRICE
269,MDEntryType,M,PRIOR_SETTLE_PRICE
269,MDEntryType,N,SESSION_HIGH_BID
269,MDEntryType,O,SESSION_LOW_OFFER
269,MDEntryType,P,EARLY_PRICES
269,MDEntryType,Q,AUCTION_CLEARING_PRICE
269,MDEntryType,S,SWAP_VALUE_FACTOR
269,MDEntryType,R,DAILY_VALUE_ADJUSTMENT_FOR_LONG_POSITIONS
269,MDEntryType,T,CUMULATIVE_VALUE_ADJUSTMENT_FOR_LONG_POSITIONS
269,MDEntryType,U,DAILY_VALUE_ADJUSTMENT_FOR_SHORT_POSITIONS
269,MDEntryType,V,CUMULATIVE_VALUE_ADJUSTMENT_FOR_SHORT_POSITIONS
269,MDEntryType,W,FIXING_PRICE
269,MDEntryType,X,CASH_RATE
269,MDEntryType,Y,RECOVERY_RATE
269,MDEntryType,Z,RECOVERY_RATE_FOR_LONG
269,MDEntryType,a,RECOVERY_RATE_FOR_SHORT
269,MDEntryType,b,MARKET_BID
269,MDEntryType,c,MARKET_OFFER
269,MDEntryType,d,SHORT_SALE_MIN_PRICE
269,MDEntryType,e,PREVIOUS_CLOSING_PRICE
269,MDEntryType,g,THRESHOLD_LIMIT_PRICE_BANDING
269,MDEntryType,h,DAILY_FINANCING_VALUE
269,MDEntryType,i,ACCRUED_FINANCING_VALUE
269,MDEntryType,t,TWAP
547,MDImplicitDelete,N,NO
547,MDImplicitDelete,Y,YES
1024,MDOriginType,0,BOOK
1024,MDOriginType,1,OFF_BOOK
1024,MDOriginType,2,CROSS
1024,MDOriginType,3,QUOTE_DRIVEN_MARKET
1024,MDOriginType,4,DARK_ORDER_BOOK
1024,MDOriginType,5,AUCTION_DRIVEN_MARKET
1024,MDOriginType,6,QUOTE_NEGOTIATION
1024,MDOriginType,7,VOICE_NEGOTIATION
1024,MDOriginType,8,HYBRID_MARKET
1070,MDQuoteType,0,INDICATIVE
1070,MDQuoteType,1,TRADEABLE
1070,MDQuoteType,2,RESTRICTED_TRADEABLE
1070,MDQuoteType,3,COUNTER
1070,MDQuoteType,4,INDICATIVE_AND_TRADEABLE
2535,MDReportEvent,1,START_INSTRUMENT_REF_DATA
2535,MDReportEvent,2,END_INSTRUMENT_REF_DATA
2535,MDReportEvent,3,START_OFF_MARKET_TRADES
2535,MDReportEvent,4,END_OFF_MARKET_TRADES
2535,MDReportEvent,5,START_ORDER_BOOK_TRADES
2535,MDReportEvent,6,END_ORDER_BOOK_TRADES
2535,MDReportEvent,7,START_OPEN_INTEREST
2535,MDReportEvent,8,END_OPEN_INTEREST
2535,MDReportEvent,9,START_SETTLEMENT_PRICES
2535,MDReportEvent,10,END_SETTLEMENT_PRICES
2535,MDReportEvent,11,START_STATS_REF_DATA
2535,MDReportEvent,12,END_STATS_REF_DATA
2535,MDReportEvent,13,START_STATISTICS
2535,MDReportEvent,14,END_STATISTICS
281,MDReqRejReason,0,UNKNOWN_SYMBOL
281,MDReqRejReason,1,DUPLICATE_MD_REQ_ID
281,MDReqRejReason,2,INSUFFICIENT_BANDWIDTH
281,MDReqRejReason,3,INSUFFICIENT_PERMISSIONS
